"transactionid";"item";"quantity"
"7dae9478-7500-4701-bfc1-ebe89a7c4f5c";"Sun King Afternoon Delight";1
"7dae9478-7500-4701-bfc1-ebe89a7c4f5c";"Original Premium Lager";3
"30c0b6a1-9995-4469-b6c4-f042202d27a5";"ICEHOUSE";1
"30c0b6a1-9995-4469-b6c4-f042202d27a5";"Jalapeno Poppers";2
"2aa7e098-d263-456e-a960-fd54c096ebd0";"Michelob Amber Bock";3
"2aa7e098-d263-456e-a960-fd54c096ebd0";"Original Premium Lager";2
"2aa7e098-d263-456e-a960-fd54c096ebd0";"ICEHOUSE";2
"20f58a63-3663-4589-afe1-e6fe2daf8743";"Pizza";1
"20f58a63-3663-4589-afe1-e6fe2daf8743";"Soft Pretzel";1
"20f58a63-3663-4589-afe1-e6fe2daf8743";"Marz Diliner Weisse";2
"58f24067-5459-4e42-82a6-37d2d22d2c30";"Southpaw Light";3
"58f24067-5459-4e42-82a6-37d2d22d2c30";"French Fries";2
"58f24067-5459-4e42-82a6-37d2d22d2c30";"Bell's Two-Hearted Ale";2
"58f24067-5459-4e42-82a6-37d2d22d2c30";"Michelob Amber Bock";3
"58f24067-5459-4e42-82a6-37d2d22d2c30";"Sun King Afternoon Delight";3
"b6e196c1-8a9e-4f5f-8dcf-f9d22c2075ec";"Sun King Afternoon Delight";3
"b6e196c1-8a9e-4f5f-8dcf-f9d22c2075ec";"Pigs in a Blanket";3
"b6e196c1-8a9e-4f5f-8dcf-f9d22c2075ec";"Fried Pickles";1
"b6e196c1-8a9e-4f5f-8dcf-f9d22c2075ec";"Southpaw Light";3
"1ed129b2-d3fe-4eb5-997c-c6f218732788";"Southpaw Light";2
"1ed129b2-d3fe-4eb5-997c-c6f218732788";"Soft Pretzel";3
"1ed129b2-d3fe-4eb5-997c-c6f218732788";"Jalapeno Poppers";3
"9cd87ccb-fc19-4a63-b60a-30991b8bdc4d";"Fried Pickles";3
"9cd87ccb-fc19-4a63-b60a-30991b8bdc4d";"Pizza";3
"9cd87ccb-fc19-4a63-b60a-30991b8bdc4d";"Southpaw Light";2
"9cd87ccb-fc19-4a63-b60a-30991b8bdc4d";"Soft Pretzel";2
"c64654ea-afad-4146-804c-7e40b80b383e";"Pigs in a Blanket";3
"c64654ea-afad-4146-804c-7e40b80b383e";"Marz Diliner Weisse";3
"16509e28-7efa-4960-a604-bc27642c4af7";"Original Premium Lager";1
"16509e28-7efa-4960-a604-bc27642c4af7";"Marz Diliner Weisse";1
"16509e28-7efa-4960-a604-bc27642c4af7";"Potato Skins";1
"2ede7f84-2f74-4bac-a084-efae7ca2ba59";"Marz Diliner Weisse";1
"2da100f0-4498-48a0-bebb-04f9591a4f2e";"Sun King Afternoon Delight";2
"2da100f0-4498-48a0-bebb-04f9591a4f2e";"Soft Pretzel";3
"2da100f0-4498-48a0-bebb-04f9591a4f2e";"Southpaw Light";3
"8f0511b2-0c95-4b6d-9947-c0f200166e73";"Soft Pretzel";2
"8f0511b2-0c95-4b6d-9947-c0f200166e73";"Pizza";2
"8f0511b2-0c95-4b6d-9947-c0f200166e73";"Marz Diliner Weisse";2
"8f0511b2-0c95-4b6d-9947-c0f200166e73";"Bell's Two-Hearted Ale";2
"5e246333-f9e7-4418-9741-c6b7bc13fc53";"Soft Pretzel";1
"cf1d090d-7380-4f55-a265-32ec8b23c426";"French Fries";2
"cf1d090d-7380-4f55-a265-32ec8b23c426";"Bell's Two-Hearted Ale";1
"c3648023-ba9a-4d44-ada8-8d839a4c3af2";"French Fries";1
"c3648023-ba9a-4d44-ada8-8d839a4c3af2";"Fried Pickles";1
"c3648023-ba9a-4d44-ada8-8d839a4c3af2";"Buffalo Wings";3
"c3648023-ba9a-4d44-ada8-8d839a4c3af2";"Marz Diliner Weisse";3
"05e7e361-7b7c-4a6b-804b-83eb148a0803";"Michelob Amber Bock";2
"05e7e361-7b7c-4a6b-804b-83eb148a0803";"Bell's Two-Hearted Ale";1
"c6c42780-aa1d-4505-b6d0-3c26995c63d5";"Original Premium Lager";2
"5238b135-f83b-4fe5-b7b5-22d9d4db0697";"ICEHOUSE";3
"5238b135-f83b-4fe5-b7b5-22d9d4db0697";"Michelob Amber Bock";1
"5238b135-f83b-4fe5-b7b5-22d9d4db0697";"Jalapeno Poppers";1
"906e3b88-f544-430e-9935-7d5ea5a43d3f";"Jalapeno Poppers";1
"b3576863-7919-41c2-88c3-4c755df0121a";"Shrimp Cocktail";1
"b3576863-7919-41c2-88c3-4c755df0121a";"Roasted Cauliflower";1
"a85e6b12-13b0-4b74-b6c1-6c9aca841290";"Sun King Afternoon Delight";3
"a85e6b12-13b0-4b74-b6c1-6c9aca841290";"Shrimp Cocktail";1
"50ce6d60-35af-40c1-a5e1-8aad13969055";"Jalapeno Poppers";1
"50ce6d60-35af-40c1-a5e1-8aad13969055";"Artichoke Dip";1
"50ce6d60-35af-40c1-a5e1-8aad13969055";"Southpaw Light";3
"50ce6d60-35af-40c1-a5e1-8aad13969055";"Original Premium Lager Dog";1
"50ce6d60-35af-40c1-a5e1-8aad13969055";"New Belgium La Folie";1
"58e7218c-51d7-440c-bd96-f3fddcc8a8fd";"Artichoke Dip";2
"58e7218c-51d7-440c-bd96-f3fddcc8a8fd";"Jalapeno Poppers";1
"58e7218c-51d7-440c-bd96-f3fddcc8a8fd";"Summit Extra Pale Ale";3
"58e7218c-51d7-440c-bd96-f3fddcc8a8fd";"Pizza";1
"58e7218c-51d7-440c-bd96-f3fddcc8a8fd";"Budweiser";2
"f3bc3cc2-4589-4f33-873f-416350ed7300";"Hot Dogs";3
"f3bc3cc2-4589-4f33-873f-416350ed7300";"Deviled Eggs";3
"f3bc3cc2-4589-4f33-873f-416350ed7300";"Tired Hands SaisonHands";2
"f3bc3cc2-4589-4f33-873f-416350ed7300";"Artichoke Dip";1
"f3bc3cc2-4589-4f33-873f-416350ed7300";"Moonlight Death and Taxes";3
"370b1924-3ddd-4954-b4a7-179b7d23d18c";"Onion Rings";3
"370b1924-3ddd-4954-b4a7-179b7d23d18c";"Hot Dogs";2
"370b1924-3ddd-4954-b4a7-179b7d23d18c";"Original Premium Lager Dog";3
"2805a98d-2ded-4bac-9291-8470d6e5f36a";"Jalapeno Poppers";3
"2805a98d-2ded-4bac-9291-8470d6e5f36a";"Deviled Eggs";3
"2805a98d-2ded-4bac-9291-8470d6e5f36a";"Onion Rings";1
"2805a98d-2ded-4bac-9291-8470d6e5f36a";"Moonlight Death and Taxes";3
"2805a98d-2ded-4bac-9291-8470d6e5f36a";"Grimm Afterimage";2
"ac640e26-9948-4571-896a-e936e512fadb";"Roasted Cauliflower";2
"ac640e26-9948-4571-896a-e936e512fadb";"Carton Boat Beer";1
"ac640e26-9948-4571-896a-e936e512fadb";"Pigs in a Blanket";3
"ac640e26-9948-4571-896a-e936e512fadb";"Cheese Fries";1
"ac640e26-9948-4571-896a-e936e512fadb";"Southpaw Light";3
"cc23fa98-f42f-4f3f-a277-2a3618846d7e";"Tired Hands SaisonHands";3
"cc23fa98-f42f-4f3f-a277-2a3618846d7e";"Moonlight Death and Taxes";2
"cc23fa98-f42f-4f3f-a277-2a3618846d7e";"Roasted Cauliflower";3
"cc23fa98-f42f-4f3f-a277-2a3618846d7e";"Shrimp Cocktail";1
"cc23fa98-f42f-4f3f-a277-2a3618846d7e";"Live Oak Hefeweizen";1
"21669864-145a-4611-ad62-9f10cee5e502";"Cheese Fries";3
"21669864-145a-4611-ad62-9f10cee5e502";"Artichoke Dip";2
"a1331dd6-d769-4934-a9cb-f21869eb2ceb";"Sun King Afternoon Delight";1
"a1331dd6-d769-4934-a9cb-f21869eb2ceb";"New Belgium La Folie";3
"a1331dd6-d769-4934-a9cb-f21869eb2ceb";"Hot Dogs";3
"23dbbcca-4ea5-497d-97de-4026ba11f0ca";"Original Premium Lager Dog";3
"23dbbcca-4ea5-497d-97de-4026ba11f0ca";"Southpaw Light";1
"23dbbcca-4ea5-497d-97de-4026ba11f0ca";"Bud";1
"23dbbcca-4ea5-497d-97de-4026ba11f0ca";"Shrimp Cocktail";2
"23dbbcca-4ea5-497d-97de-4026ba11f0ca";"Grimm Afterimage";2
"6a0ad065-1025-436c-b4c9-0257598fdce3";"Grimm Afterimage";2
"6a0ad065-1025-436c-b4c9-0257598fdce3";"Original Premium Lager Dog";1
"6a0ad065-1025-436c-b4c9-0257598fdce3";"Jalapeno Poppers";1
"5df688ff-1ce2-49cb-9bba-12a64ba1358c";"Carton Boat Beer";1
"5df688ff-1ce2-49cb-9bba-12a64ba1358c";"Artichoke Dip";2
"5df688ff-1ce2-49cb-9bba-12a64ba1358c";"Sun King Afternoon Delight";1
"4079d788-20b5-40f9-8941-7495abc78e02";"Carton Boat Beer";2
"b45176e3-b041-433a-a129-5817c6c68ba5";"Deviled Eggs";1
"b45176e3-b041-433a-a129-5817c6c68ba5";"Grimm Afterimage";2
"389e8551-5104-470a-91bc-5d9ab17bd120";"New Belgium La Folie";1
"389e8551-5104-470a-91bc-5d9ab17bd120";"Cheese Fries";1
"389e8551-5104-470a-91bc-5d9ab17bd120";"Carton Boat Beer";1
"389e8551-5104-470a-91bc-5d9ab17bd120";"Moonlight Death and Taxes";2
"47d2925f-95f0-49b8-a2d5-99cbc2545571";"Hot Dogs";2
"47d2925f-95f0-49b8-a2d5-99cbc2545571";"Shrimp Cocktail";3
"47d2925f-95f0-49b8-a2d5-99cbc2545571";"Artichoke Dip";3
"cdbc8e56-74af-4384-9c43-c76354d59934";"Grimm Afterimage";1
"86785ba8-f38a-42eb-81d1-bfaaf79f45e2";"Pizza";3
"86785ba8-f38a-42eb-81d1-bfaaf79f45e2";"Shrimp Cocktail";3
"86785ba8-f38a-42eb-81d1-bfaaf79f45e2";"Southpaw Light";3
"86785ba8-f38a-42eb-81d1-bfaaf79f45e2";"Moonlight Death and Taxes";2
"86785ba8-f38a-42eb-81d1-bfaaf79f45e2";"Grimm Afterimage";3
"a0ede3cc-de58-4c3d-8954-8b3880882d0a";"Pigs in a Blanket";1
"a0ede3cc-de58-4c3d-8954-8b3880882d0a";"Bud";1
"84920065-9b8b-40ea-906c-43bbadacfe00";"Cheese Fries";2
"84920065-9b8b-40ea-906c-43bbadacfe00";"Roasted Cauliflower";3
"84920065-9b8b-40ea-906c-43bbadacfe00";"Southpaw Light";3
"84920065-9b8b-40ea-906c-43bbadacfe00";"New Belgium La Folie";1
"1fd4dd90-5387-4163-b1fa-e01cc2d98c78";"Artichoke Dip";2
"1fd4dd90-5387-4163-b1fa-e01cc2d98c78";"Southpaw Light";1
"3569ebf0-f5f9-4bbd-87a4-293abd042215";"Moonlight Death and Taxes";3
"3569ebf0-f5f9-4bbd-87a4-293abd042215";"Roasted Cauliflower";2
"b3f25f1a-a256-41b0-b89e-9081d2ca2f13";"Trilliul Vicinity";3
"f20eee3c-71f9-4517-8f49-7e2a40f4b39b";"Sun King Afternoon Delight";2
"f20eee3c-71f9-4517-8f49-7e2a40f4b39b";"Carton Boat Beer";1
"f20eee3c-71f9-4517-8f49-7e2a40f4b39b";"Southpaw Light";3
"4f21884c-ce32-4baa-832a-96ff4178b658";"Carton Boat Beer";1
"6d53807c-a5e6-44e2-857d-016e8ded14ff";"Summit Extra Pale Ale";2
"6d53807c-a5e6-44e2-857d-016e8ded14ff";"Bud";2
"48a6f0e1-4655-4542-9978-3d9e3b612240";"Jalapeno Poppers";2
"48a6f0e1-4655-4542-9978-3d9e3b612240";"Southpaw Light";2
"48a6f0e1-4655-4542-9978-3d9e3b612240";"Tired Hands SaisonHands";1
"48a6f0e1-4655-4542-9978-3d9e3b612240";"Bud";1
"48a6f0e1-4655-4542-9978-3d9e3b612240";"Onion Rings";3
"011a036c-3455-4642-87ae-51fb7ca1938d";"Onion Rings";1
"011a036c-3455-4642-87ae-51fb7ca1938d";"Summit Extra Pale Ale";2
"011a036c-3455-4642-87ae-51fb7ca1938d";"Carton Boat Beer";3
"63ea73a1-3791-4a00-bb5b-b7f20248ed98";"Pigs in a Blanket";3
"63ea73a1-3791-4a00-bb5b-b7f20248ed98";"Artichoke Dip";3
"63ea73a1-3791-4a00-bb5b-b7f20248ed98";"Roasted Cauliflower";2
"9a69ac43-bd43-4fbb-a76e-40b0dc9c46f6";"Grimm Afterimage";2
"9a69ac43-bd43-4fbb-a76e-40b0dc9c46f6";"Carton Boat Beer";1
"83a6ddf9-3533-4ef7-a1a2-650762d5bfb6";"New Belgium La Folie";2
"83a6ddf9-3533-4ef7-a1a2-650762d5bfb6";"Sun King Afternoon Delight";3
"83a6ddf9-3533-4ef7-a1a2-650762d5bfb6";"Carton Boat Beer";3
"83a6ddf9-3533-4ef7-a1a2-650762d5bfb6";"Grimm Afterimage";2
"dc79e2e6-a5d0-4bb9-9fd2-f0dd68886739";"Pizza";1
"dc79e2e6-a5d0-4bb9-9fd2-f0dd68886739";"Sun King Afternoon Delight";3
"dc79e2e6-a5d0-4bb9-9fd2-f0dd68886739";"Trilliul Vicinity";2
"dc79e2e6-a5d0-4bb9-9fd2-f0dd68886739";"Grimm Afterimage";2
"dc79e2e6-a5d0-4bb9-9fd2-f0dd68886739";"Bud";2
"ec099925-9042-4cab-92bb-d320de0b297d";"Bud";1
"ec099925-9042-4cab-92bb-d320de0b297d";"Carton Boat Beer";2
"ec099925-9042-4cab-92bb-d320de0b297d";"Sun King Afternoon Delight";3
"ec099925-9042-4cab-92bb-d320de0b297d";"The Bruery Mocha Wednesday";2
"ec099925-9042-4cab-92bb-d320de0b297d";"Hot Dogs";1
"e9f1dfcb-dcf2-4b65-a939-46f133f12d29";"Moonlight Death and Taxes";1
"e9f1dfcb-dcf2-4b65-a939-46f133f12d29";"Bud";2
"e9f1dfcb-dcf2-4b65-a939-46f133f12d29";"Tired Hands SaisonHands";2
"990b33af-6577-4619-84bc-c30f5e86aeba";"Jalapeno Poppers";1
"990b33af-6577-4619-84bc-c30f5e86aeba";"Trilliul Vicinity";2
"0e97ee3f-8c34-4557-b128-7bf963ba1664";"Artichoke Dip";2
"88a3333b-2dc6-4a65-8259-a6c87a975dc6";"Onion Rings";3
"88a3333b-2dc6-4a65-8259-a6c87a975dc6";"Summit Extra Pale Ale";3
"88a3333b-2dc6-4a65-8259-a6c87a975dc6";"Bud";2
"88a3333b-2dc6-4a65-8259-a6c87a975dc6";"Live Oak Hefeweizen";2
"88a3333b-2dc6-4a65-8259-a6c87a975dc6";"Roasted Cauliflower";2
"98f132c6-217d-4771-800a-de4c2972774b";"Tired Hands SaisonHands";1
"98f132c6-217d-4771-800a-de4c2972774b";"Original Premium Lager Dog";2
"98f132c6-217d-4771-800a-de4c2972774b";"Pizza";1
"85e1665d-f6a6-4bfb-967f-c55b6148aa5b";"Trilliul Vicinity";2
"85e1665d-f6a6-4bfb-967f-c55b6148aa5b";"Southpaw Light";2
"85e1665d-f6a6-4bfb-967f-c55b6148aa5b";"Jalapeno Poppers";3
"85e1665d-f6a6-4bfb-967f-c55b6148aa5b";"Cheese Fries";1
"85e1665d-f6a6-4bfb-967f-c55b6148aa5b";"Roasted Cauliflower";1
"55b97a9e-3e48-4e04-b912-81241df8b466";"Southpaw Light";2
"55b97a9e-3e48-4e04-b912-81241df8b466";"The Bruery Mocha Wednesday";3
"55b97a9e-3e48-4e04-b912-81241df8b466";"Moonlight Death and Taxes";3
"55b97a9e-3e48-4e04-b912-81241df8b466";"Original Premium Lager Dog";1
"cceff640-a7ea-4b24-9214-ee3f88bdb935";"Budweiser";2
"cceff640-a7ea-4b24-9214-ee3f88bdb935";"Carton Boat Beer";3
"cceff640-a7ea-4b24-9214-ee3f88bdb935";"Live Oak Hefeweizen";2
"cceff640-a7ea-4b24-9214-ee3f88bdb935";"Moonlight Death and Taxes";2
"85bcc252-bf03-4ddf-afea-d06087ee1ebb";"Roasted Cauliflower";3
"85bcc252-bf03-4ddf-afea-d06087ee1ebb";"The Bruery Mocha Wednesday";1
"d9489cfe-7db2-4978-878e-76a03370f994";"Bud";1
"7975d22a-b44d-4895-950c-9f5655ff701e";"Shrimp Cocktail";3
"45a8db6e-7987-4cc2-9b75-1b87451f4158";"Bud";2
"45a8db6e-7987-4cc2-9b75-1b87451f4158";"Pizza";1
"45a8db6e-7987-4cc2-9b75-1b87451f4158";"Cheese Fries";2
"45a8db6e-7987-4cc2-9b75-1b87451f4158";"Original Premium Lager Dog";2
"98cada6d-1ac7-45d7-8624-7aaa1a6ed25e";"Grimm Afterimage";2
"98cada6d-1ac7-45d7-8624-7aaa1a6ed25e";"Southpaw Light";1
"14065d5b-8be3-4e4b-965d-68f0ba80b5bf";"Bud";2
"14065d5b-8be3-4e4b-965d-68f0ba80b5bf";"Cheese Fries";3
"14065d5b-8be3-4e4b-965d-68f0ba80b5bf";"Carton Boat Beer";3
"14065d5b-8be3-4e4b-965d-68f0ba80b5bf";"Live Oak Hefeweizen";3
"14065d5b-8be3-4e4b-965d-68f0ba80b5bf";"Pigs in a Blanket";2
"26a19989-27e7-4628-8f43-3d2e410fa62c";"Artichoke Dip";2
"26a19989-27e7-4628-8f43-3d2e410fa62c";"Jalapeno Poppers";2
"90e0f811-b242-41eb-ab1f-690debca9647";"Pigs in a Blanket";2
"90e0f811-b242-41eb-ab1f-690debca9647";"Sun King Afternoon Delight";1
"90e0f811-b242-41eb-ab1f-690debca9647";"Summit Extra Pale Ale";2
"36880ee6-cd25-4514-8729-32210e9e27c6";"New Belgium La Folie";2
"36880ee6-cd25-4514-8729-32210e9e27c6";"Moonlight Death and Taxes";3
"36880ee6-cd25-4514-8729-32210e9e27c6";"Carton Boat Beer";1
"36880ee6-cd25-4514-8729-32210e9e27c6";"Cheese Fries";2
"17773b6a-d0d7-4038-949f-fd4df9e4dc68";"Hot Dogs";1
"17773b6a-d0d7-4038-949f-fd4df9e4dc68";"Southpaw Light";2
"17773b6a-d0d7-4038-949f-fd4df9e4dc68";"Roasted Cauliflower";1
"17773b6a-d0d7-4038-949f-fd4df9e4dc68";"Sun King Afternoon Delight";3
"ad4607aa-df7e-41c3-af5d-ce7c315b665d";"Moonlight Death and Taxes";3
"ad4607aa-df7e-41c3-af5d-ce7c315b665d";"Carton Boat Beer";3
"1f5919e8-84f7-488b-b7ea-0bf05e92a6ce";"Live Oak Hefeweizen";3
"1f5919e8-84f7-488b-b7ea-0bf05e92a6ce";"Onion Rings";3
"1f5919e8-84f7-488b-b7ea-0bf05e92a6ce";"Moonlight Death and Taxes";2
"5678a042-7f33-4555-bef7-03f223a2c8bc";"Roasted Cauliflower";1
"5678a042-7f33-4555-bef7-03f223a2c8bc";"Artichoke Dip";3
"2547cebb-d6ed-4d22-a378-0beb2dc7c63e";"Pizza";2
"2547cebb-d6ed-4d22-a378-0beb2dc7c63e";"Cheese Fries";2
"68c1f355-cb12-4c3b-94e0-39a10ddf1d75";"Live Oak Hefeweizen";1
"ef58cfc0-e8ff-4411-814a-e6dba251bc47";"Shrimp Cocktail";3
"ef58cfc0-e8ff-4411-814a-e6dba251bc47";"Grimm Afterimage";1
"ef58cfc0-e8ff-4411-814a-e6dba251bc47";"Original Premium Lager Dog";1
"ef58cfc0-e8ff-4411-814a-e6dba251bc47";"Summit Extra Pale Ale";1
"ef58cfc0-e8ff-4411-814a-e6dba251bc47";"Southpaw Light";3
"5a624e3e-0015-4c03-b747-f7588b895b8a";"Hot Dogs";1
"5a624e3e-0015-4c03-b747-f7588b895b8a";"Southpaw Light";3
"5a624e3e-0015-4c03-b747-f7588b895b8a";"Deviled Eggs";3
"c217adc9-00b2-4b67-a8d6-1e4ca503cedc";"Cheese Fries";2
"c217adc9-00b2-4b67-a8d6-1e4ca503cedc";"Carton Boat Beer";1
"c217adc9-00b2-4b67-a8d6-1e4ca503cedc";"Onion Rings";3
"75009555-3cc0-4833-a963-311f5ec74788";"Hot Dogs";1
"75009555-3cc0-4833-a963-311f5ec74788";"Bud";3
"75009555-3cc0-4833-a963-311f5ec74788";"Pizza";2
"75009555-3cc0-4833-a963-311f5ec74788";"Southpaw Light";2
"e0e9973e-1fbb-4655-93fa-78394c640df8";"Roasted Cauliflower";3
"e0e9973e-1fbb-4655-93fa-78394c640df8";"The Bruery Mocha Wednesday";1
"e0e9973e-1fbb-4655-93fa-78394c640df8";"Original Premium Lager Dog";1
"e0e9973e-1fbb-4655-93fa-78394c640df8";"Pizza";3
"e0e9973e-1fbb-4655-93fa-78394c640df8";"Moonlight Death and Taxes";3
"50c19e2e-4d9f-45bd-9df3-31493620164b";"Hot Dogs";2
"50c19e2e-4d9f-45bd-9df3-31493620164b";"Carton Boat Beer";1
"f8743659-e703-4c19-9765-610454541e7d";"The Bruery Mocha Wednesday";3
"f8743659-e703-4c19-9765-610454541e7d";"Tired Hands SaisonHands";1
"f8743659-e703-4c19-9765-610454541e7d";"Pizza";2
"a61ca886-6917-4f62-a0d2-e3851ebf6eac";"Onion Rings";2
"a61ca886-6917-4f62-a0d2-e3851ebf6eac";"Jalapeno Poppers";2
"b804c5a2-7297-4d7a-a4b2-029e06e65102";"Budweiser";2
"10f3243b-fe94-4f8c-8825-6f205ca91d49";"Sun King Afternoon Delight";3
"10f3243b-fe94-4f8c-8825-6f205ca91d49";"New Belgium La Folie";2
"10f3243b-fe94-4f8c-8825-6f205ca91d49";"Live Oak Hefeweizen";1
"10f3243b-fe94-4f8c-8825-6f205ca91d49";"Moonlight Death and Taxes";1
"10f3243b-fe94-4f8c-8825-6f205ca91d49";"Pigs in a Blanket";3
"0b81699c-127e-4fec-86f1-3e03dfcd033b";"Hot Dogs";3
"0b81699c-127e-4fec-86f1-3e03dfcd033b";"Onion Rings";1
"0b81699c-127e-4fec-86f1-3e03dfcd033b";"Live Oak Hefeweizen";2
"0b81699c-127e-4fec-86f1-3e03dfcd033b";"Deviled Eggs";2
"0b81699c-127e-4fec-86f1-3e03dfcd033b";"Roasted Cauliflower";1
"781af7d4-a12a-4f6c-b348-645fedb7e0bf";"Jalapeno Poppers";2
"781af7d4-a12a-4f6c-b348-645fedb7e0bf";"Pizza";2
"781af7d4-a12a-4f6c-b348-645fedb7e0bf";"Roasted Cauliflower";1
"1c6f581e-65ef-4df4-a951-de78a15c8902";"Tired Hands SaisonHands";1
"1c6f581e-65ef-4df4-a951-de78a15c8902";"Summit Extra Pale Ale";3
"ebabf0d6-09d4-454f-909a-3dc6e55c809f";"Buffalo Wings";3
"a754fc86-478e-4a40-aed3-6a56e6d8483b";"Creamy Dark";1
"a754fc86-478e-4a40-aed3-6a56e6d8483b";"Sun King Afternoon Delight";1
"a754fc86-478e-4a40-aed3-6a56e6d8483b";"Sauza Diablo";3
"a754fc86-478e-4a40-aed3-6a56e6d8483b";"Allagash White";2
"a929c76d-0fa9-4e97-ba15-cbb564ee1d6d";"Blue Moon";3
"a929c76d-0fa9-4e97-ba15-cbb564ee1d6d";"Brooklyn Bel Air Sour";2
"a929c76d-0fa9-4e97-ba15-cbb564ee1d6d";"Buffalo Wings";3
"d8e2758a-0438-4179-91f9-48560fe226a6";"The Bruery Mocha Wednesday";2
"d8e2758a-0438-4179-91f9-48560fe226a6";"Maple-Glazed Peanuts";3
"d8e2758a-0438-4179-91f9-48560fe226a6";"Creamy Dark";3
"d8e2758a-0438-4179-91f9-48560fe226a6";"Blue Moon";2
"7254a30d-4e2b-4e4a-ad99-c374fa36fbd6";"Cheese Fries";1
"7254a30d-4e2b-4e4a-ad99-c374fa36fbd6";"Buffalo Wings";1
"7254a30d-4e2b-4e4a-ad99-c374fa36fbd6";"Creamy Dark";1
"7254a30d-4e2b-4e4a-ad99-c374fa36fbd6";"Hefeweizen";1
"7254a30d-4e2b-4e4a-ad99-c374fa36fbd6";"Stolichnaya Citrona";1
"80039f34-ebe3-4bcd-9a06-140724207368";"Lion Bridge Compensation";3
"80039f34-ebe3-4bcd-9a06-140724207368";"Blue Moon";1
"80039f34-ebe3-4bcd-9a06-140724207368";"Stolichnaya Citrona";3
"c3d4ee90-84b7-4da6-9af6-d62c213a6062";"The Bruery Mocha Wednesday";2
"c3d4ee90-84b7-4da6-9af6-d62c213a6062";"Devils Backbone Vienna Lager";2
"c3d4ee90-84b7-4da6-9af6-d62c213a6062";"Sauza Diablo";2
"c3d4ee90-84b7-4da6-9af6-d62c213a6062";"Maple-Glazed Peanuts";1
"c3d4ee90-84b7-4da6-9af6-d62c213a6062";"Southpaw Light";3
"0d5d1c80-794b-4fed-bd73-9f64a1eba7a9";"Hefeweizen";3
"0d5d1c80-794b-4fed-bd73-9f64a1eba7a9";"Holy Mountain Misere Au Borinage";3
"0d5d1c80-794b-4fed-bd73-9f64a1eba7a9";"Mozzarella Sticks";3
"c4e5c8df-3977-4622-99db-4ea663cd9b87";"Port Brewing Board Meeting";2
"c4e5c8df-3977-4622-99db-4ea663cd9b87";"ICEHOUSE";2
"c4e5c8df-3977-4622-99db-4ea663cd9b87";"Cheese Fries";1
"c4e5c8df-3977-4622-99db-4ea663cd9b87";"Soft Pretzel";3
"4701d330-faad-444e-9ad4-e980afb694ed";"Artichoke Dip";1
"4701d330-faad-444e-9ad4-e980afb694ed";"Soft Pretzel";1
"18b61f59-9dd5-4899-aefb-470e10ed9171";"The Bruery Mocha Wednesday";3
"18b61f59-9dd5-4899-aefb-470e10ed9171";"Lion Bridge Compensation";1
"18b61f59-9dd5-4899-aefb-470e10ed9171";"Brooklyn Bel Air Sour";2
"abe85f8c-ff2d-42f7-86e4-0e398992d04e";"Mozzarella Sticks";3
"abe85f8c-ff2d-42f7-86e4-0e398992d04e";"Southpaw Light";1
"df1aa9e8-4f65-4e66-b9ce-5358242effac";"Original Premium";1
"df1aa9e8-4f65-4e66-b9ce-5358242effac";"Dogfish SeaQuench";3
"df1aa9e8-4f65-4e66-b9ce-5358242effac";"Lion Bridge Compensation";2
"7b264955-1a62-43b5-a89e-21339ffbf8e9";"Toppling Goliath King Sue";3
"7b264955-1a62-43b5-a89e-21339ffbf8e9";"Allagash White";2
"7b264955-1a62-43b5-a89e-21339ffbf8e9";"Holy Mountain Misere Au Borinage";1
"7b264955-1a62-43b5-a89e-21339ffbf8e9";"Dogfish SeaQuench";3
"24b11d39-8b84-4590-8464-6ea296dbc952";"Zima Citrus";3
"24b11d39-8b84-4590-8464-6ea296dbc952";"Creamy Dark";1
"24b11d39-8b84-4590-8464-6ea296dbc952";"Original Premium";3
"24b11d39-8b84-4590-8464-6ea296dbc952";"Port Brewing Board Meeting";3
"0b6d5096-01ea-430a-ae92-c7e0214c6c7d";"Dogfish SeaQuench";3
"5c86e208-0937-4506-8841-aa614f3ac494";"Original Premium";1
"5c86e208-0937-4506-8841-aa614f3ac494";"Buffalo Wings";2
"5c86e208-0937-4506-8841-aa614f3ac494";"Sauza Diablo";2
"c64a85d9-5431-4b21-aa55-334378c89325";"Hefeweizen";2
"88782f6e-ce34-4f42-a5f4-a25c32a6cf1c";"Port Brewing Board Meeting";3
"88782f6e-ce34-4f42-a5f4-a25c32a6cf1c";"Sun King Afternoon Delight";2
"88782f6e-ce34-4f42-a5f4-a25c32a6cf1c";"Toppling Goliath King Sue";1
"88782f6e-ce34-4f42-a5f4-a25c32a6cf1c";"Brooklyn Bel Air Sour";3
"88782f6e-ce34-4f42-a5f4-a25c32a6cf1c";"The Bruery Mocha Wednesday";1
"5c075b35-2782-4807-9e0e-998a003bbb78";"Southpaw Light";1
"5c075b35-2782-4807-9e0e-998a003bbb78";"The Bruery Mocha Wednesday";1
"5c075b35-2782-4807-9e0e-998a003bbb78";"Brooklyn Bel Air Sour";1
"d7ab14f9-095c-4c1f-8948-7d4e9479226e";"The Bruery Mocha Wednesday";3
"d7ab14f9-095c-4c1f-8948-7d4e9479226e";"Southpaw Light";1
"d7ab14f9-095c-4c1f-8948-7d4e9479226e";"Allagash White";1
