bar;item;price
Rhino's Sports & Spirits;ICEHOUSE;6.2
Rhino's Sports & Spirits;Southpaw Light;6.27
Rhino's Sports & Spirits;Michelob Golden Draft Light;7.04
Rhino's Sports & Spirits;Sun King Afternoon Delight;7.9
Rhino's Sports & Spirits;Killian's;8.03
Rhino's Sports & Spirits;Allagash White;8.19
Rhino's Sports & Spirits;Burial Griddle;8.74
Rhino's Sports & Spirits;Zima;8.77
Rhino's Sports & Spirits;French Fries;11.69
Rhino's Sports & Spirits;Popcorn;11.76
Rhino's Sports & Spirits;Maple-Glazed Peanuts;12.24
Rhino's Sports & Spirits;Pizza;12.3
Rhino's Sports & Spirits;Shrimp Cocktail;12.7
Rhino's Sports & Spirits;Cheese Fries;12.99
Rhino's Sports & Spirits;Hot Dogs;14.02
Rhino's Sports & Spirits;Nachos;14.12
Rizzuto & CO Inc;ICEHOUSE;5.31
Rizzuto & CO Inc;Southpaw Light;5.44
Rizzuto & CO Inc;Suarez Family Palatine Pils;5.47
Rizzuto & CO Inc;Brooklyn Bel Air Sour;5.7
Rizzuto & CO Inc;Summit Extra Pale Ale;5.86
Rizzuto & CO Inc;Toppling Goliath King Sue;8.35
Rizzuto & CO Inc;J. Wakefield Miami Madness;8.5
Rizzuto & CO Inc;Marz Diliner Weisse;8.62
Rizzuto & CO Inc;Michelob Golden Draft;8.81
Rizzuto & CO Inc;Port Brewing Board Meeting;9.3
Rizzuto & CO Inc;Chuckanut Kolsch Style;9.64
Rizzuto & CO Inc;Deviled Eggs;10.61
Rizzuto & CO Inc;Jalapeno Poppers;10.63
Rizzuto & CO Inc;Disco Fries;10.7
Rizzuto & CO Inc;Artichoke Dip;12.52
Rizzuto & CO Inc;Sloppy Joe;12.62
Rizzuto & CO Inc;Fried Pickles;12.9
Rizzuto & CO Inc;Buffalo Wings;13.32
Rizzuto & CO Inc;Nachos;13.54
Rizzuto & CO Inc;Quesadillas;13.98
Rizzuto & CO Inc;Soft Pretzel;14.39
Roadkill Bar & Grille;ICEHOUSE;5.04
Roadkill Bar & Grille;Carton Boat Beer;5.42
Roadkill Bar & Grille;Melvin 2x4 Double IPA;5.67
Roadkill Bar & Grille;Wicked Weed Black Angel;5.8
Roadkill Bar & Grille;Stolichnaya Citrona;6.13
Roadkill Bar & Grille;Killian's;6.7
Roadkill Bar & Grille;Lion Bridge Compensation;7.37
Roadkill Bar & Grille;Live Oak Hefeweizen;8.63
Roadkill Bar & Grille;Zima;9.08
Roadkill Bar & Grille;Moonlight Death and Taxes;9.6
Roadkill Bar & Grille;Potato Skins;10.25
Roadkill Bar & Grille;French Fries;10.44
Roadkill Bar & Grille;Deviled Eggs;10.76
Roadkill Bar & Grille;Maple-Glazed Peanuts;10.87
Roadkill Bar & Grille;Artichoke Dip;12.11
Roadkill Bar & Grille;Burger Sliders;12.52
Roadkill Bar & Grille;Pigs in a Blanket;12.89
Roadkill Bar & Grille;Mozzarella Sticks;13.7
Roadkill Bar & Grille;Nachos;14.77
Rocky & J D's Tavern;Hefeweizen;5.45
Rocky & J D's Tavern;Southpaw Light;5.46
Rocky & J D's Tavern;Michelob Amber Bock;5.52
Rocky & J D's Tavern;Original Premium;5.67
Rocky & J D's Tavern;The Bruery Mocha Wednesday;5.85
Rocky & J D's Tavern;Sauza Diablo;6.27
Rocky & J D's Tavern;Trilliul Vicinity;6.3
Rocky & J D's Tavern;Carton Boat Beer;6.47
Rocky & J D's Tavern;Summit Extra Pale Ale;6.72
Rocky & J D's Tavern;Melvin 2x4 Double IPA;6.77
Rocky & J D's Tavern;J. Wakefield Miami Madness;7.21
Rocky & J D's Tavern;Sun King Afternoon Delight;7.41
Rocky & J D's Tavern;Devils Backbone Vienna Lager;7.61
Rocky & J D's Tavern;Dogfish SeaQuench;8.02
Rocky & J D's Tavern;Hefeweizen Doppelbock;8.03
Rocky & J D's Tavern;Live Oak Hefeweizen;8.44
Rocky & J D's Tavern;Allagash White;8.46
Rocky & J D's Tavern;Russian River STS;8.56
Rocky & J D's Tavern;Zima;9.27
Rocky & J D's Tavern;Zima Citrus;9.97
Rocky & J D's Tavern;Popcorn;10.27
Rocky & J D's Tavern;Artichoke Dip;11.73
Rocky & J D's Tavern;Burger Sliders;12.31
Rocky & J D's Tavern;Mozzarella Sticks;13.93
Rocky & J D's Tavern;Onion Rings;13.94
Rocky & J D's Tavern;Nachos;14.23
Rocky & J D's Tavern;Quesadillas;14.53
Roomers;ICEHOUSE;5.43
Roomers;Carton Boat Beer;5.88
Roomers;Summit Extra Pale Ale;5.91
Roomers;Melvin 2x4 Double IPA;6.19
Roomers;New Belgium La Folie;6.53
Roomers;Sun King Afternoon Delight;6.71
Roomers;Killian's;7.44
Roomers;Bud;7.9
Roomers;Hefeweizen Doppelbock;8.08
Roomers;Burial Griddle;9.03
Roomers;Potato Skins;10.14
Roomers;French Fries;10.38
Roomers;Pizza;10.54
Roomers;Shrimp Cocktail;10.74
Roomers;Artichoke Dip;10.75
Roomers;Burger Sliders;10.84
Roomers;Mozzarella Sticks;13.24
Roomers;Onion Rings;13.7
Rusty Spur Saloon;Hefeweizen;5.38
Rusty Spur Saloon;Southpaw Light;5.77
Rusty Spur Saloon;Michelob ULTRA;5.81
Rusty Spur Saloon;New Glarus Berliner Weiss;6.36
Rusty Spur Saloon;Blue Moon;7.77
Rusty Spur Saloon;New Belgium La Folie;8.0
Rusty Spur Saloon;Devils Backbone Vienna Lager;8.37
Rusty Spur Saloon;Hefeweizen Doppelbock;8.69
Rusty Spur Saloon;Port Brewing Board Meeting;8.85
Rusty Spur Saloon;Moonlight Death and Taxes;9.0
Rusty Spur Saloon;Popcorn;11.85
Rusty Spur Saloon;Sloppy Joe;13.1
Rusty Spur Saloon;Fried Pickles;13.39
Rusty Spur Saloon;Hot Dogs;13.5
Rusty Spur Saloon;Soft Pretzel;14.63
Sam's Place;Michelob ULTRA;5.06
Sam's Place;New Glarus Berliner Weiss;5.52
Sam's Place;Brooklyn Bel Air Sour;5.52
Sam's Place;The Bruery Mocha Wednesday;5.8
Sam's Place;Sauza Diablo;5.94
Sam's Place;Carton Boat Beer;6.41
Sam's Place;Summit Extra Pale Ale;7.3
Sam's Place;J. Wakefield Miami Madness;7.42
Sam's Place;Michelob Golden Draft Light;7.68
Sam's Place;Wicked Weed Black Angel;8.24
Sam's Place;Blue Moon;8.29
Sam's Place;New Belgium La Folie;8.73
Sam's Place;Killian's;8.76
Sam's Place;Live Oak Hefeweizen;9.11
Sam's Place;Allagash White;9.12
Sam's Place;Port Brewing Board Meeting;9.7
Sam's Place;Burial Griddle;9.87
Sam's Place;Potato Skins;10.67
Sam's Place;Popcorn;11.99
Sam's Place;Jalapeno Poppers;12.34
Sam's Place;Sloppy Joe;12.63
Sam's Place;Pigs in a Blanket;14.08
Sam's Place;Cheese Fries;14.33
Sam's Place;Buffalo Wings;14.65
Sam's Place;Onion Rings;14.72
Sand Bar & Grill;ICEHOUSE;5.15
Sand Bar & Grill;Michelob ULTRA;5.28
Sand Bar & Grill;Brooklyn Bel Air Sour;6.23
Sand Bar & Grill;Original Premium;6.27
Sand Bar & Grill;The Bruery Mocha Wednesday;6.89
Sand Bar & Grill;Carton Boat Beer;6.9
Sand Bar & Grill;Tired Hands SaisonHands;7.35
Sand Bar & Grill;Toppling Goliath King Sue;7.58
Sand Bar & Grill;Creamy Dark;7.66
Sand Bar & Grill;Wicked Weed Black Angel;8.08
Sand Bar & Grill;Marz Diliner Weisse;8.23
Sand Bar & Grill;Killian's;8.56
Sand Bar & Grill;Michelob Golden Draft;8.79
Sand Bar & Grill;Grimm Afterimage;9.15
Sand Bar & Grill;Holy Mountain Misere Au Borinage;9.22
Sand Bar & Grill;Zima;9.33
Sand Bar & Grill;Budweiser;9.58
Sand Bar & Grill;Extra Gold;9.61
Sand Bar & Grill;Moonlight Death and Taxes;9.8
Sand Bar & Grill;Popcorn;10.74
Sand Bar & Grill;Deviled Eggs;10.8
Sand Bar & Grill;Disco Fries;11.17
Sand Bar & Grill;Burger Sliders;11.45
Sand Bar & Grill;Chilli;12.14
Sand Bar & Grill;Mozzarella Sticks;12.58
Sand Bar & Grill;Buffalo Wings;13.27
Sand Bar & Grill;Onion Rings;13.53
Sand Bar & Grill;Hot Dogs;14.68
SCENTSATIONAL SALOON;Hefeweizen;5.04
SCENTSATIONAL SALOON;Brooklyn Bel Air Sour;5.23
SCENTSATIONAL SALOON;Summit Extra Pale Ale;5.46
SCENTSATIONAL SALOON;Tired Hands SaisonHands;5.82
SCENTSATIONAL SALOON;Melvin 2x4 Double IPA;6.21
SCENTSATIONAL SALOON;J. Wakefield Miami Madness;6.5
SCENTSATIONAL SALOON;Wicked Weed Black Angel;6.87
SCENTSATIONAL SALOON;Stolichnaya Citrona;6.99
SCENTSATIONAL SALOON;Devils Backbone Vienna Lager;7.47
SCENTSATIONAL SALOON;Grimm Afterimage;8.36
SCENTSATIONAL SALOON;Russian River STS;8.51
SCENTSATIONAL SALOON;Holy Mountain Misere Au Borinage;8.71
SCENTSATIONAL SALOON;Zima;8.79
SCENTSATIONAL SALOON;Chuckanut Kolsch Style;8.96
SCENTSATIONAL SALOON;Moonlight Death and Taxes;9.02
SCENTSATIONAL SALOON;Disco Fries;10.9
SCENTSATIONAL SALOON;Shrimp Cocktail;10.94
SCENTSATIONAL SALOON;Sloppy Joe;11.14
SCENTSATIONAL SALOON;Chilli;12.35
SCENTSATIONAL SALOON;Fried Pickles;12.79
SCENTSATIONAL SALOON;Cheese Fries;12.87
SCENTSATIONAL SALOON;Onion Rings;12.98
SCENTSATIONAL SALOON;Quesadillas;14.29
Schooner Inc;Michelob ULTRA;5.69
Schooner Inc;Suarez Family Palatine Pils;5.82
Schooner Inc;Brooklyn Bel Air Sour;6.11
Schooner Inc;Summit Extra Pale Ale;6.12
Schooner Inc;J. Wakefield Miami Madness;6.16
Schooner Inc;Creamy Dark;6.54
Schooner Inc;New Belgium La Folie;7.08
Schooner Inc;Bell's Two-Hearted Ale;7.42
Schooner Inc;Bud;7.54
Schooner Inc;Live Oak Hefeweizen;8.03
Schooner Inc;Michelob Golden Draft;8.14
Schooner Inc;Russian River STS;8.62
Schooner Inc;Holy Mountain Misere Au Borinage;8.86
Schooner Inc;Zima Citrus;9.04
Schooner Inc;Moonlight Death and Taxes;9.32
Schooner Inc;Potato Skins;10.44
Schooner Inc;Burger Sliders;12.76
Schooner Inc;Chilli;13.83
Schooner Inc;Cheese Fries;14.44
Schooner Inc;Hot Wings;14.53
Schooner Inc;Hot Dogs;14.83
Shai;Hefeweizen;6.72
Shai;Summit Extra Pale Ale;7.08
Shai;J. Wakefield Miami Madness;7.84
Shai;Creamy Dark;7.99
Shai;Wicked Weed Black Angel;8.41
Shai;Dogfish SeaQuench;8.47
Shai;Zima;8.8
Shai;Budweiser;9.37
Shai;French Fries;10.98
Shai;Jalapeno Poppers;11.23
Shai;Artichoke Dip;11.77
Shai;Fried Pickles;13.38
Shai;Cheese Fries;13.44
Shai;Buffalo Wings;14.06
Shai;Quesadillas;14.19
Short Stop;ICEHOUSE;5.14
Short Stop;Southpaw Light;5.36
Short Stop;Michelob ULTRA;6.16
Short Stop;The Bruery Mocha Wednesday;6.29
Short Stop;Sauza Diablo;6.56
Short Stop;Melvin 2x4 Double IPA;7.83
Short Stop;Toppling Goliath King Sue;7.91
Short Stop;Original Premium Lager Dog;8.08
Short Stop;Sun King Afternoon Delight;8.11
Short Stop;Live Oak Hefeweizen;9.31
Short Stop;Allagash White;9.73
Short Stop;Maple-Glazed Peanuts;10.19
Short Stop;Roasted Cauliflower;11.11
Short Stop;Shrimp Cocktail;12.53
Short Stop;Chilli;12.87
Short Stop;Pigs in a Blanket;13.09
Short Stop;Buffalo Wings;13.57
Short Stop;Onion Rings;14.19
Short Stop;Quesadillas;14.46
Show N Tail;Hefeweizen;5.28
Show N Tail;Michelob ULTRA;6.71
Show N Tail;Melvin 2x4 Double IPA;7.37
Show N Tail;Sun King Afternoon Delight;8.12
Show N Tail;Devils Backbone Vienna Lager;8.64
Show N Tail;Extra Gold;9.52
Show N Tail;Potato Skins;10.4
Show N Tail;Deviled Eggs;10.54
Show N Tail;Jalapeno Poppers;12.39
Show N Tail;Shrimp Cocktail;12.39
Show N Tail;Fried Pickles;12.51
Show N Tail;Onion Rings;13.51
Show N Tail;Quesadillas;14.92
Silver Dollar;Southpaw Light;5.16
Silver Dollar;Michelob ULTRA;5.56
Silver Dollar;Suarez Family Palatine Pils;5.89
Silver Dollar;Michelob Amber Bock;5.99
Silver Dollar;Brooklyn Bel Air Sour;6.77
Silver Dollar;Carton Boat Beer;6.84
Silver Dollar;Summit Extra Pale Ale;6.92
Silver Dollar;Tired Hands SaisonHands;7.48
Silver Dollar;Melvin 2x4 Double IPA;7.49
Silver Dollar;J. Wakefield Miami Madness;7.69
Silver Dollar;Creamy Dark;7.7
Silver Dollar;Michelob Golden Draft Light;7.81
Silver Dollar;Wicked Weed Black Angel;8.4
Silver Dollar;Marz Diliner Weisse;8.82
Silver Dollar;Bell's Two-Hearted Ale;8.83
Silver Dollar;Michelob Golden Draft;9.22
Silver Dollar;Grimm Afterimage;9.22
Silver Dollar;Port Brewing Board Meeting;9.77
Silver Dollar;Burial Griddle;9.95
Silver Dollar;Potato Skins;10.15
Silver Dollar;Popcorn;10.15
Silver Dollar;Deviled Eggs;10.15
Silver Dollar;Pizza;11.18
Silver Dollar;Roasted Cauliflower;12.07
Silver Dollar;Sloppy Joe;12.47
Silver Dollar;Onion Rings;12.48
Silver Dollar;Hot Dogs;13.32
Silver Dollar;Nachos;14.0
Sky Bar;Southpaw Light;6.21
Sky Bar;Michelob Amber Bock;6.62
Sky Bar;The Bruery Mocha Wednesday;7.53
Sky Bar;Melvin 2x4 Double IPA;7.79
Sky Bar;Marz Diliner Weisse;8.27
Sky Bar;Killian's;8.48
Sky Bar;Bud;9.84
Sky Bar;Roasted Cauliflower;10.18
Sky Bar;Shrimp Cocktail;10.85
Sky Bar;Pigs in a Blanket;13.08
Sky Bar;Fried Pickles;13.3
Sky Bar;Cheese Fries;13.5
Sky Bar;Hot Wings;14.43
Snail Beer;Hefeweizen;5.14
Snail Beer;Southpaw Light;5.85
Snail Beer;Suarez Family Palatine Pils;6.68
Snail Beer;Brooklyn Bel Air Sour;6.94
Snail Beer;Sauza Diablo;7.07
Snail Beer;J. Wakefield Miami Madness;7.47
Snail Beer;Michelob Golden Draft Light;7.63
Snail Beer;Blue Moon;7.81
Snail Beer;New Belgium La Folie;7.95
Snail Beer;Sun King Afternoon Delight;8.57
Snail Beer;Marz Diliner Weisse;8.7
Snail Beer;Lion Bridge Compensation;8.84
Snail Beer;Devils Backbone Vienna Lager;8.99
Snail Beer;Allagash White;9.06
Snail Beer;Michelob Golden Draft;9.62
Snail Beer;Chuckanut Kolsch Style;9.76
Snail Beer;Original Premium Lager;9.76
Snail Beer;Moonlight Death and Taxes;9.89
Snail Beer;Popcorn;10.92
Snail Beer;Pizza;11.43
Snail Beer;Sloppy Joe;11.52
Snail Beer;Burger Sliders;11.66
Snail Beer;Pigs in a Blanket;12.27
Snail Beer;Hot Wings;13.07
Southside Ale House & Raw Bar;ICEHOUSE;5.41
Southside Ale House & Raw Bar;Sauza Diablo;5.52
Southside Ale House & Raw Bar;Melvin 2x4 Double IPA;6.64
Southside Ale House & Raw Bar;Michelob Golden Draft Light;7.06
Southside Ale House & Raw Bar;Marz Diliner Weisse;8.0
Southside Ale House & Raw Bar;Bell's Two-Hearted Ale;8.29
Southside Ale House & Raw Bar;Burial Griddle;8.53
Southside Ale House & Raw Bar;Moonlight Death and Taxes;9.9
Southside Ale House & Raw Bar;French Fries;10.02
Southside Ale House & Raw Bar;Deviled Eggs;10.74
Southside Ale House & Raw Bar;Maple-Glazed Peanuts;12.0
Southside Ale House & Raw Bar;Roasted Cauliflower;12.23
Southside Ale House & Raw Bar;Burger Sliders;12.71
Southside Ale House & Raw Bar;Cheese Fries;13.57
Southside Ale House & Raw Bar;Onion Rings;14.54
Southside Ale House & Raw Bar;Nachos;14.66
Spirits Nightclub;Southpaw Light;5.1
Spirits Nightclub;Trilliul Vicinity;5.55
Spirits Nightclub;Tired Hands SaisonHands;5.6
Spirits Nightclub;Michelob Golden Draft Light;7.03
Spirits Nightclub;Stolichnaya Citrona;8.48
Spirits Nightclub;Port Brewing Board Meeting;9.24
Spirits Nightclub;Russian River STS;9.59
Spirits Nightclub;Budweiser;9.66
Spirits Nightclub;Extra Gold;9.67
Spirits Nightclub;Jalapeno Poppers;10.21
Spirits Nightclub;Roasted Cauliflower;10.31
Spirits Nightclub;Shrimp Cocktail;10.5
Spirits Nightclub;Burger Sliders;10.73
Spirits Nightclub;Chilli;12.07
Spirits Nightclub;Pigs in a Blanket;12.35
Spirits Nightclub;Fried Pickles;12.49
Spirits Nightclub;Onion Rings;12.97
Spirits Nightclub;Hot Dogs;13.74
Spirits Nightclub;Soft Pretzel;13.77
Sportsman Inn;Brooklyn Bel Air Sour;5.22
Sportsman Inn;Original Premium;5.56
Sportsman Inn;Tired Hands SaisonHands;7.93
Sportsman Inn;Toppling Goliath King Sue;8.35
Sportsman Inn;Lion Bridge Compensation;8.48
Sportsman Inn;Allagash White;8.6
Sportsman Inn;Grimm Afterimage;8.72
Sportsman Inn;Zima;8.77
Sportsman Inn;Extra Gold;9.59
Sportsman Inn;French Fries;10.67
Sportsman Inn;Jalapeno Poppers;11.14
Sportsman Inn;Pizza;12.28
Sportsman Inn;Shrimp Cocktail;12.33
Sportsman Inn;Mozzarella Sticks;12.7
Sportsman Inn;Hot Dogs;14.75
Stage One;Hefeweizen;5.01
Stage One;New Glarus Berliner Weiss;5.06
Stage One;Brooklyn Bel Air Sour;5.1
Stage One;Original Premium;5.41
Stage One;The Bruery Mocha Wednesday;5.6
Stage One;Carton Boat Beer;5.74
Stage One;J. Wakefield Miami Madness;6.35
Stage One;New Belgium La Folie;6.72
Stage One;Sun King Afternoon Delight;7.68
Stage One;Hefeweizen Doppelbock;8.42
Stage One;Russian River STS;8.89
Stage One;Holy Mountain Misere Au Borinage;9.22
Stage One;Burial Griddle;9.57
Stage One;Original Premium Lager;9.72
Stage One;Budweiser;9.91
Stage One;Maple-Glazed Peanuts;10.1
Stage One;Artichoke Dip;10.24
Stage One;Burger Sliders;10.66
Stage One;Chilli;10.91
Stage One;Pigs in a Blanket;11.22
Stage One;Fried Pickles;11.4
Stage One;Cheese Fries;13.32
Stage One;Nachos;13.62
Stage One;Soft Pretzel;14.92
Stillwaters Inc;Brooklyn Bel Air Sour;6.45
Stillwaters Inc;The Bruery Mocha Wednesday;6.69
Stillwaters Inc;Tired Hands SaisonHands;6.89
Stillwaters Inc;Creamy Dark;8.37
Stillwaters Inc;New Belgium La Folie;9.66
Stillwaters Inc;Extra Gold;9.8
Stillwaters Inc;French Fries;10.03
Stillwaters Inc;Maple-Glazed Peanuts;10.4
Stillwaters Inc;Artichoke Dip;10.59
Stillwaters Inc;Mozzarella Sticks;10.89
Stillwaters Inc;Hot Dogs;11.6
Stillwaters Inc;Nachos;12.18
Stillwaters Inc;Quesadillas;13.5
Stillwaters Inc;Soft Pretzel;14.84
Stone Church;Hefeweizen;5.0
Stone Church;Michelob Amber Bock;5.19
Stone Church;Brooklyn Bel Air Sour;5.3
Stone Church;The Bruery Mocha Wednesday;5.49
Stone Church;Summit Extra Pale Ale;5.54
Stone Church;Toppling Goliath King Sue;5.65
Stone Church;Stolichnaya Citrona;6.26
Stone Church;Bell's Two-Hearted Ale;7.68
Stone Church;Devils Backbone Vienna Lager;8.49
Stone Church;Allagash White;9.08
Stone Church;Burial Griddle;9.3
Stone Church;Zima;9.5
Stone Church;Original Premium Lager;9.73
Stone Church;French Fries;10.19
Stone Church;Maple-Glazed Peanuts;10.77
Stone Church;Roasted Cauliflower;11.38
Stone Church;Burger Sliders;12.77
Stone Church;Mozzarella Sticks;12.79
Stone Church;Cheese Fries;13.1
Stone Church;Buffalo Wings;13.57
Stone Church;Quesadillas;14.24
Stone Church;Soft Pretzel;14.91
Store;Suarez Family Palatine Pils;5.11
Store;Michelob Amber Bock;5.21
Store;Sauza Diablo;5.22
Store;Tired Hands SaisonHands;5.51
Store;Melvin 2x4 Double IPA;5.78
Store;New Belgium La Folie;5.94
Store;Bell's Two-Hearted Ale;7.21
Store;Lion Bridge Compensation;7.77
Store;Hefeweizen Doppelbock;7.84
Store;Russian River STS;9.02
Store;Original Premium Lager;9.11
Store;Moonlight Death and Taxes;9.2
Store;French Fries;10.08
Store;Popcorn;10.59
Store;Sloppy Joe;12.69
Store;Burger Sliders;13.55
Store;Pigs in a Blanket;13.81
Store;Onion Rings;13.86
Store;Nachos;14.75
Strokers Club;ICEHOUSE;5.09
Strokers Club;Suarez Family Palatine Pils;5.61
Strokers Club;New Glarus Berliner Weiss;6.15
Strokers Club;The Bruery Mocha Wednesday;6.19
Strokers Club;Carton Boat Beer;6.34
Strokers Club;Melvin 2x4 Double IPA;6.34
Strokers Club;Toppling Goliath King Sue;6.66
Strokers Club;Original Premium Lager Dog;7.29
Strokers Club;Blue Moon;7.39
Strokers Club;Sun King Afternoon Delight;7.64
Strokers Club;Bell's Two-Hearted Ale;8.48
Strokers Club;Killian's;8.91
Strokers Club;Michelob Golden Draft;9.08
Strokers Club;Holy Mountain Misere Au Borinage;9.12
Strokers Club;Chuckanut Kolsch Style;9.27
Strokers Club;Zima Citrus;9.36
Strokers Club;Extra Gold;9.96
Strokers Club;French Fries;10.28
Strokers Club;Popcorn;10.84
Strokers Club;Deviled Eggs;11.83
Strokers Club;Maple-Glazed Peanuts;12.29
Strokers Club;Fried Pickles;13.23
Strokers Club;Hot Wings;13.56
Strokers Club;Nachos;13.86
Strokers Club;Soft Pretzel;14.32
Stubbie Shirt Pub;Southpaw Light;5.1
Stubbie Shirt Pub;Suarez Family Palatine Pils;5.51
Stubbie Shirt Pub;Michelob Amber Bock;5.68
Stubbie Shirt Pub;New Glarus Berliner Weiss;5.75
Stubbie Shirt Pub;Tired Hands SaisonHands;6.35
Stubbie Shirt Pub;Creamy Dark;6.4
Stubbie Shirt Pub;Blue Moon;6.42
Stubbie Shirt Pub;New Belgium La Folie;7.03
Stubbie Shirt Pub;Marz Diliner Weisse;7.15
Stubbie Shirt Pub;Bell's Two-Hearted Ale;7.42
Stubbie Shirt Pub;Michelob Golden Draft;7.71
Stubbie Shirt Pub;Grimm Afterimage;8.58
Stubbie Shirt Pub;Zima Citrus;8.7
Stubbie Shirt Pub;Original Premium Lager;9.47
Stubbie Shirt Pub;Budweiser;9.72
Stubbie Shirt Pub;Extra Gold;9.87
Stubbie Shirt Pub;Popcorn;10.15
Stubbie Shirt Pub;Deviled Eggs;10.38
Stubbie Shirt Pub;Maple-Glazed Peanuts;10.51
Stubbie Shirt Pub;Burger Sliders;11.66
Stubbie Shirt Pub;Mozzarella Sticks;12.92
Stubbie Shirt Pub;Buffalo Wings;13.96
Stubbie Shirt Pub;Hot Wings;14.14
Stubbie Shirt Pub;Hot Dogs;14.26
Stubbie Shirt Pub;Quesadillas;14.27
T J's;Hefeweizen;5.04
T J's;Suarez Family Palatine Pils;5.18
T J's;New Glarus Berliner Weiss;5.22
T J's;Original Premium;5.25
T J's;Sauza Diablo;5.92
T J's;Stolichnaya Citrona;6.06
T J's;Original Premium Lager Dog;6.34
T J's;Lion Bridge Compensation;6.59
T J's;Michelob Golden Draft;6.94
T J's;Port Brewing Board Meeting;7.69
T J's;Holy Mountain Misere Au Borinage;8.47
T J's;Zima;8.96
T J's;Chuckanut Kolsch Style;9.81
T J's;Zima Citrus;9.86
T J's;Extra Gold;9.94
T J's;French Fries;10.42
T J's;Popcorn;11.08
T J's;Disco Fries;11.14
T J's;Fried Pickles;11.81
T J's;Mozzarella Sticks;12.37
T J's;Cheese Fries;13.01
T J's;Buffalo Wings;13.68
T J's;Hot Wings;13.81
T J's;Quesadillas;14.32
Tags;Hefeweizen;5.15
Tags;ICEHOUSE;5.5
Tags;Southpaw Light;5.51
Tags;Trilliul Vicinity;5.67
Tags;Carton Boat Beer;6.1
Tags;Summit Extra Pale Ale;6.16
Tags;Tired Hands SaisonHands;6.46
Tags;Original Premium Lager Dog;6.91
Tags;New Belgium La Folie;7.13
Tags;Marz Diliner Weisse;7.26
Tags;Hefeweizen Doppelbock;7.88
Tags;Live Oak Hefeweizen;7.98
Tags;Michelob Golden Draft;8.51
Tags;Holy Mountain Misere Au Borinage;8.62
Tags;Zima;9.05
Tags;Zima Citrus;9.12
Tags;Extra Gold;9.62
Tags;Moonlight Death and Taxes;9.91
Tags;French Fries;11.6
Tags;Popcorn;11.79
Tags;Deviled Eggs;12.03
Tags;Maple-Glazed Peanuts;13.28
Tags;Jalapeno Poppers;13.56
Tags;Fried Pickles;14.04
Tags;Mozzarella Sticks;14.28
Tasty World;Hefeweizen;5.06
Tasty World;Michelob ULTRA;5.51
Tasty World;Brooklyn Bel Air Sour;5.56
Tasty World;The Bruery Mocha Wednesday;5.79
Tasty World;Trilliul Vicinity;5.81
Tasty World;Summit Extra Pale Ale;5.93
Tasty World;Stolichnaya Citrona;6.43
Tasty World;Original Premium Lager Dog;6.82
Tasty World;New Belgium La Folie;6.97
Tasty World;Bell's Two-Hearted Ale;7.13
Tasty World;Lion Bridge Compensation;7.52
Tasty World;Devils Backbone Vienna Lager;8.07
Tasty World;Live Oak Hefeweizen;8.07
Tasty World;Michelob Golden Draft;8.16
Tasty World;Russian River STS;8.28
Tasty World;Holy Mountain Misere Au Borinage;8.65
Tasty World;Chuckanut Kolsch Style;8.94
Tasty World;Zima Citrus;9.02
Tasty World;Budweiser;9.19
Tasty World;Moonlight Death and Taxes;9.33
Tasty World;Pizza;10.23
Tasty World;Artichoke Dip;10.7
Tasty World;Sloppy Joe;11.18
Tasty World;Chilli;11.19
Tasty World;Pigs in a Blanket;11.72
Tasty World;Fried Pickles;13.16
Tasty World;Buffalo Wings;13.53
Tasty World;Onion Rings;14.42
Tequila Chica's;Original Premium;5.44
Tequila Chica's;The Bruery Mocha Wednesday;5.51
Tequila Chica's;Carton Boat Beer;5.89
Tequila Chica's;Sun King Afternoon Delight;7.77
Tequila Chica's;Killian's;8.1
Tequila Chica's;Dogfish SeaQuench;9.54
Tequila Chica's;Chuckanut Kolsch Style;9.64
Tequila Chica's;Moonlight Death and Taxes;9.75
Tequila Chica's;French Fries;10.69
Tequila Chica's;Pizza;11.26
Tequila Chica's;Pigs in a Blanket;12.18
Tequila Chica's;Cheese Fries;12.85
Tequila Chica's;Onion Rings;13.27
Tequila Chica's;Hot Dogs;13.31
Tequila Chica's;Quesadillas;13.72
Terry's State Saloon;ICEHOUSE;5.06
Terry's State Saloon;Southpaw Light;5.72
Terry's State Saloon;Michelob Amber Bock;5.76
Terry's State Saloon;Brooklyn Bel Air Sour;6.21
Terry's State Saloon;Sauza Diablo;7.7
Terry's State Saloon;Trilliul Vicinity;8.01
Terry's State Saloon;Carton Boat Beer;8.19
Terry's State Saloon;Tired Hands SaisonHands;8.32
Terry's State Saloon;Toppling Goliath King Sue;8.42
Terry's State Saloon;Wicked Weed Black Angel;8.6
Terry's State Saloon;Bud;8.93
Terry's State Saloon;Russian River STS;9.31
Terry's State Saloon;Burial Griddle;9.7
Terry's State Saloon;Moonlight Death and Taxes;9.86
Terry's State Saloon;Sloppy Joe;10.4
Terry's State Saloon;Burger Sliders;11.64
Terry's State Saloon;Pigs in a Blanket;11.73
Terry's State Saloon;Fried Pickles;13.59
Terry's State Saloon;Hot Dogs;14.26
Terry's State Saloon;Quesadillas;14.45
Terry's State Saloon;Soft Pretzel;14.89
The Ancient Egyptian Society;Hefeweizen;5.0
The Ancient Egyptian Society;Trilliul Vicinity;5.54
